ID,fixed acidity,,volatile acidity,,citric acid,,residual sugar,,chlorides,,free sulfur dioxide,,total sulfur dioxide,,density,,pH,,sulphates,,alcohol,type,location,quality,Predicted Type,,Avg. Alcohol,Avg. Sulphates,Avg. Fixed Acids,Avg. Vol Acids,Avg. Citric Acid,Avg. Res. Sugar,Avg. Chlorides,Avg. Free Sulph,Avg. Tot Sulph,Avg. Density,Avg. pH,,,,,,,,,,
2256,6.9,white,0.4,white,0.37,white,8.9,white,0.053,white,36,white,148,white,0.996,red,3.16,white,0.5,white,9.3,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2257,7.1,white,0.38,white,0.4,white,2.2,red,0.042,white,54,white,201,white,0.99177,white,3.03,white,0.5,white,11.4,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2258,6.8,white,0.33,white,0.31,white,7.4,white,0.045,white,34,white,143,white,0.99226,white,3.06,white,0.55,white,12.2,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2259,6.5,white,0.25,white,0.2,red,1.4,red,0.024,white,29,white,101,white,0.9916,white,3.24,white,0.54,white,10.8,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2262,6.8,white,0.22,white,0.3,red,13.6,white,0.055,white,50,white,180,white,0.9984,red,3.44,red,0.39,white,9.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2264,7.6,red,0.27,white,0.29,red,2.5,red,0.059,white,37,white,115,white,0.99328,white,3.09,white,0.37,white,9.8,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2265,7,white,0.17,white,0.42,white,1,red,0.075,red,19,red,71,red,0.99103,white,3.32,red,0.62,red,11.4,white,California,6,red,,,,,,,,,,,,,white,white,white,red,red,red,red,white,red,red
2267,6.5,white,0.27,white,0.19,red,6.6,white,0.045,white,98,white,175,white,0.99364,white,3.16,white,0.34,white,10.1,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2268,7,white,0.12,white,0.29,red,10.3,white,0.039,white,41,white,98,white,0.99564,red,3.19,white,0.38,white,9.8,white,California,8,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2270,7.4,white,0.31,white,0.26,red,8.6,white,0.048,white,47,white,206,white,0.9964,red,3.26,red,0.36,white,9.1,white,California,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2271,5.8,white,0.13,white,0.22,red,12.7,white,0.058,white,24,red,183,white,0.9956,red,3.32,red,0.42,white,11.7,white,Texas,6,white,,,,,,,,,,,,,white,white,red,white,white,red,white,red,red,white
2272,6.6,white,0.28,white,0.09,red,10.9,white,0.051,white,37,white,131,white,0.99566,red,2.93,white,0.62,red,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,red
2273,6.1,white,0.32,white,0.24,red,1.5,red,0.036,white,38,white,124,white,0.9898,white,3.29,red,0.42,white,12.4,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,red,white
2274,6.2,white,0.24,white,0.35,white,1.2,red,0.038,white,22,red,167,white,0.9912,white,3.1,white,0.48,white,10.6,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
2275,6.6,white,0.52,red,0.44,white,12.2,white,0.048,white,54,white,245,white,0.9975,red,3.26,red,0.54,white,9.3,white,Texas,6,white,,,,,,,,,,,,,white,red,white,white,white,white,white,red,red,white
2278,6.6,white,0.22,white,0.28,red,4.9,white,0.042,white,51,white,180,white,0.9952,white,3.3,red,0.75,red,9.5,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,red,red
2279,6.3,white,0.29,white,0.4,white,6.5,white,0.039,white,43,white,167,white,0.9953,white,3.15,white,0.44,white,9.3,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2280,6.8,white,0.23,white,0.31,white,2.8,red,0.047,white,40,white,122,white,0.99126,white,3.06,white,0.64,red,10.9,white,California,7,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,red
2281,6,white,0.28,white,0.52,white,6.2,white,0.028,white,37,white,104,white,0.99161,white,3.28,red,0.51,white,11.8,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,red,white
2283,7,white,0.55,red,0.05,red,8,white,0.036,white,19,red,164,white,0.99269,white,3.26,red,0.46,white,12.2,white,California,6,white,,,,,,,,,,,,,white,red,red,white,white,red,white,white,red,white
2284,7.3,white,0.24,white,0.41,white,13.6,white,0.05,white,41,white,178,white,0.9988,red,3.37,red,0.43,white,9.7,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
2290,6.7,white,0.26,white,0.26,red,4,red,0.079,red,35.5,white,216,white,0.9956,red,3.31,red,0.68,red,9.5,white,Texas,5,red,,,,,,,,,,,,,white,white,red,red,red,white,white,red,red,red
2292,4.4,white,0.32,white,0.39,white,4.3,red,0.03,white,31,white,127,white,0.98904,white,3.46,red,0.36,white,12.8,white,California,8,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,red,white
2293,6.9,white,0.39,white,0.4,white,4.6,white,0.022,white,5,red,19,red,0.9915,white,3.31,red,0.37,white,12.6,white,Texas,3,white,,,,,,,,,,,,,white,white,white,white,white,red,red,white,red,white
2295,7.1,white,0.2,white,0.27,red,9.6,white,0.037,white,19,red,105,white,0.99444,white,3.04,white,0.37,white,10.5,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
2296,6.8,white,0.27,white,0.12,red,1.3,red,0.04,white,87,white,168,white,0.992,white,3.18,white,0.41,white,10,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2297,7,white,0.23,white,0.32,white,1.8,red,0.048,white,25,red,113,white,0.9915,white,3.11,white,0.47,white,11.1,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
2298,7,white,0.36,white,0.32,white,10.5,white,0.045,white,35,white,135,white,0.9935,white,3.09,white,0.33,white,11.6,white,Texas,8,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2302,6,white,0.28,white,0.29,red,19.3,white,0.051,white,36,white,174,white,0.99911,red,3.14,white,0.5,white,9,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2306,5.2,white,0.22,white,0.46,white,6.2,white,0.066,white,41,white,187,white,0.99362,white,3.19,white,0.42,white,9.733333333,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2307,6.8,white,0.21,white,0.37,white,7,white,0.038,white,27,white,107,white,0.99206,white,2.98,white,0.82,red,11.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,red
2308,7.1,white,0.26,white,0.34,white,14.4,white,0.067,red,35,white,189,white,0.9986,red,3.07,white,0.53,white,9.1,white,California,7,white,,,,,,,,,,,,,white,white,white,white,red,white,white,red,white,white
2309,7.2,white,0.685,red,0.21,red,9.5,white,0.07,red,33,white,172,white,0.9971,red,3,white,0.55,white,9.1,white,California,6,white,,,,,,,,,,,,,white,red,red,white,red,white,white,red,white,white
2310,6.5,white,0.3,white,0.29,red,2.25,red,0.037,white,8,red,210,white,0.9937,white,3.19,white,0.62,red,9.9,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,red
2311,6,white,0.17,white,0.49,white,1,red,0.034,white,26,white,106,white,0.992,white,3.21,white,0.42,white,9.8,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2312,7.3,white,0.26,white,0.33,white,17.85,white,0.049,white,41.5,white,195,white,1,red,3.06,white,0.44,white,9.1,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2313,7,white,0.31,white,0.31,white,9.1,white,0.036,white,45,white,140,white,0.99216,white,2.98,white,0.31,white,12,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2315,7.1,white,0.27,white,0.27,red,10.4,white,0.041,white,26,white,114,white,0.99335,white,3.04,white,0.52,white,11.5,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2316,6.3,white,0.3,white,0.34,white,1.6,red,0.049,white,14,red,132,white,0.994,white,3.3,red,0.49,white,9.5,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
2320,7.1,white,0.36,white,0.37,white,4.8,white,0.019,white,39,white,114,white,0.99036,white,3.08,white,0.49,white,12.7,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2321,7.4,white,0.19,white,0.31,white,14.5,white,0.045,white,39,white,193,white,0.9986,red,3.1,white,0.5,white,9.2,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2323,7.1,white,0.28,white,0.35,white,3.5,red,0.028,white,35,white,91,red,0.99022,white,2.96,white,0.33,white,12.1,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,white,red,white,white,white
2324,7.4,white,0.16,white,0.3,red,13.7,white,0.056,white,33,white,168,white,0.99825,red,2.9,white,0.44,white,8.7,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2326,6.8,white,0.51,red,0.3,red,4.2,red,0.066,white,38,white,165,white,0.9945,white,3.2,white,0.42,white,9.1,white,Texas,5,white,,,,,,,,,,,,,white,red,red,red,white,white,white,white,white,white
2327,6.8,white,0.14,white,0.18,red,1.4,red,0.047,white,30,white,90,red,0.99164,white,3.27,red,0.54,white,11.2,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,red,white,red,white
2328,6.7,white,0.47,red,0.29,red,4.75,white,0.034,white,29,white,134,white,0.99056,white,3.29,red,0.46,white,13,white,California,7,white,,,,,,,,,,,,,white,red,red,white,white,white,white,white,red,white
2329,7.4,white,0.26,white,0.29,red,3.7,red,0.048,white,14,red,73,red,0.9915,white,3.06,white,0.45,white,11.4,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,red,white,white,white
2330,6.6,white,0.78,red,0.5,white,1.5,red,0.045,white,30,white,133,white,0.99104,white,3.25,red,0.48,white,11.7,white,California,5,white,,,,,,,,,,,,,white,red,white,red,white,white,white,white,red,white
2331,6.5,white,0.39,white,0.23,red,5.4,white,0.051,white,25,red,149,white,0.9934,white,3.24,white,0.35,white,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,white,red,white,white,white,white
2332,6.1,white,0.38,white,0.47,white,1.4,red,0.051,white,59,white,210,white,0.99309,white,3.24,white,0.5,white,9.6,white,Texas,5,white,,,,,,,,,,,,,white,white,white,red,white,white,white,white,white,white
2333,4.7,white,0.785,red,0,red,3.4,red,0.036,white,23,red,134,white,0.98981,white,3.53,red,0.92,red,13.8,white,California,6,red,,,,,,,,,,,,,white,red,red,red,white,red,white,white,red,red
2337,6.4,white,0.34,white,0.44,white,8.2,white,0.043,white,54,white,201,white,0.99551,red,3.18,white,0.48,white,9.5,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2338,8.3,red,0.17,white,0.31,white,1.5,red,0.049,white,48,white,153,white,0.9942,white,3.12,white,0.58,red,9.4,white,California,6,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,red
2339,6.8,white,0.2,white,0.59,white,0.9,red,0.147,red,38,white,132,white,0.993,white,3.05,white,0.38,white,9.1,white,Texas,6,white,,,,,,,,,,,,,white,white,white,red,red,white,white,white,white,white
2340,6.8,white,0.28,white,0.34,white,7.5,white,0.035,white,34,white,177,white,0.99692,red,3.33,red,0.43,white,9.1,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
2344,7.5,white,0.33,white,0.48,white,19.45,white,0.048,white,55,white,243,white,1.001,red,2.95,white,0.4,white,8.8,white,Texas,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2345,7.6,red,0.3,white,0.38,white,2.1,red,0.043,white,10,red,98,white,0.99296,white,3.17,white,0.65,red,11,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,red
2346,6.4,white,0.34,white,0.2,red,14.9,white,0.06,white,37,white,162,white,0.9983,red,3.13,white,0.45,white,9,white,Texas,4,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2347,6.5,white,0.32,white,0.3,red,2.3,red,0.051,white,20,red,127,white,0.98964,white,3.13,white,0.52,white,12.8,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
2349,7.3,white,0.4,white,0.28,red,6.5,white,0.037,white,26,white,97,white,0.99148,white,3.16,white,0.58,red,12.6,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,red
2350,7.4,white,0.16,white,0.3,red,13.7,white,0.056,white,33,white,168,white,0.99825,red,2.9,white,0.44,white,8.7,white,California,7,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2352,6.8,white,0.3,white,0.35,white,2.8,red,0.038,white,10,red,164,white,0.9912,white,3.09,white,0.53,white,12,white,California,6,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
2353,4.8,white,0.17,white,0.28,red,2.9,red,0.03,white,22,red,111,white,0.9902,white,3.38,red,0.34,white,11.3,white,California,7,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,white
2354,6.7,white,0.29,white,0.45,white,14.3,white,0.054,white,30,white,181,white,0.99869,red,3.14,white,0.57,white,9.1,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2355,5.8,white,0.2,white,0.16,red,1.4,red,0.042,white,44,white,99,white,0.98912,white,3.23,white,0.37,white,12.2,white,California,6,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2356,8,red,0.14,white,0.49,white,1.5,red,0.035,white,42,white,120,white,0.9928,white,3.26,red,0.4,white,10.6,white,California,7,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,red,white
2357,6.4,white,0.15,white,0.29,red,1.8,red,0.044,white,21,red,115,white,0.99166,white,3.1,white,0.38,white,10.2,white,California,5,white,,,,,,,,,,,,,white,white,red,red,white,red,white,white,white,white
2358,5.7,white,0.33,white,0.15,red,1.9,red,0.05,white,20,red,93,white,0.9934,white,3.38,red,0.62,red,9.9,white,Texas,5,red,,,,,,,,,,,,,white,white,red,red,white,red,white,white,red,red
2359,6.6,white,0.23,white,0.3,red,4.6,white,0.06,white,29,white,154,white,0.99142,white,3.23,white,0.49,white,12.2,white,California,8,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2360,7.2,white,0.17,white,0.41,white,1.6,red,0.052,white,24,red,126,white,0.99228,white,3.19,white,0.49,white,10.8,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,white,white
2362,6.2,white,0.31,white,0.26,red,4.8,white,0.037,white,36,white,148,white,0.9928,white,3.21,white,0.41,white,10.4,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2363,7.5,white,0.26,white,0.26,red,18.35,white,0.084,red,33,white,139,white,1.0011,red,3.17,white,0.39,white,8.8,white,Texas,5,white,,,,,,,,,,,,,white,white,red,white,red,white,white,red,white,white
2364,6.1,white,0.28,white,0.3,red,7.75,white,0.031,white,33,white,139,white,0.99296,white,3.22,white,0.46,white,11,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2366,7,white,0.2,white,0.34,white,5.7,white,0.035,white,32,white,83,red,0.9928,white,3.19,white,0.46,white,11.5,white,California,6,white,,,,,,,,,,,,,white,white,white,white,white,white,red,white,white,white
2367,8.1,red,0.27,white,0.35,white,1.7,red,0.03,white,38,white,103,white,0.99255,white,3.22,white,0.63,red,10.4,white,California,8,white,,,,,,,,,,,,,red,white,white,red,white,white,white,white,white,red
2369,7.6,red,0.3,white,0.27,red,10.6,white,0.039,white,31,white,119,white,0.99815,red,3.27,red,0.3,white,9.3,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,red,white
2370,6.5,white,0.26,white,0.32,white,6.65,white,0.059,white,34,white,104,white,0.99254,white,3.18,white,0.42,white,11.1,white,California,5,white,,,,,,,,,,,,,white,white,white,white,white,white,white,white,white,white
2371,8,red,0.29,white,0.49,white,11.7,white,0.035,white,40,white,131,white,0.9958,red,3.14,white,0.34,white,10.8,white,Texas,5,white,,,,,,,,,,,,,red,white,white,white,white,white,white,red,white,white
2372,6.6,white,0.17,white,0.26,red,7.4,white,0.052,white,45,white,128,white,0.99388,white,3.16,white,0.37,white,10,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2373,6.9,white,0.75,red,0.13,red,6.3,white,0.036,white,19,red,50,red,0.99312,white,3.09,white,0.25,white,11.1,white,California,4,white,,,,,,,,,,,,,white,red,red,white,white,red,red,white,white,white
2375,6.9,white,0.28,white,0.41,white,1.4,red,0.016,white,6,red,55,red,0.98876,white,3.16,white,0.4,white,13.4,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,red,red,white,white,white
2376,6.8,white,0.27,white,0.12,red,1.3,red,0.04,white,87,white,168,white,0.992,white,3.18,white,0.41,white,10,white,Texas,5,white,,,,,,,,,,,,,white,white,red,red,white,white,white,white,white,white
2377,6.2,white,0.37,white,0.3,red,6.6,white,0.346,red,79,white,200,white,0.9954,red,3.29,red,0.58,red,9.6,white,Texas,5,red,,,,,,,,,,,,,white,white,red,white,red,white,white,red,red,red
2379,6.5,white,0.27,white,0.19,red,6.6,white,0.045,white,98,white,175,white,0.99364,white,3.16,white,0.34,white,10.1,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,white,white,white
2380,6.8,white,0.27,white,0.3,red,13,white,0.047,white,69,white,160,white,0.99705,red,3.16,white,0.5,white,9.6,white,California,6,white,,,,,,,,,,,,,white,white,red,white,white,white,white,red,white,white
2381,6.7,white,0.18,white,0.31,white,10.6,white,0.035,white,42,white,143,white,0.99572,red,3.08,white,0.49,white,9.8,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,white,white
2384,6.9,white,0.3,white,0.49,white,7.6,white,0.057,white,25,red,156,white,0.9962,red,3.43,red,0.63,red,11,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,red,white,red,red,red
2385,6.1,white,0.45,red,0.27,red,0.8,red,0.039,white,13,red,82,red,0.9927,white,3.23,white,0.32,white,9.5,white,Texas,5,red,,,,,,,,,,,,,white,red,red,red,white,red,red,white,white,white
2386,7.3,white,0.22,white,0.4,white,14.75,white,0.042,white,44.5,white,129.5,white,0.9998,red,3.36,red,0.41,white,9.1,white,California,7,white,,,,,,,,,,,,,white,white,white,white,white,white,white,red,red,white
2387,6.2,white,0.235,white,0.34,white,1.9,red,0.036,white,4,red,117,white,0.99032,white,3.4,red,0.44,white,12.2,white,California,5,white,,,,,,,,,,,,,white,white,white,red,white,red,white,white,red,white
